Name,Specialization,Experience (years),Degrees,Address,City,State,Contact,Email,Rating,Popular Reviews,Hospital,Consultation Fee (INR)
Dr. Ishaan Mathur,Orthopedic,28,"DM, PhD, MD","123 Street, Jamshedpur, Jharkhand",Jamshedpur,Jharkhand,+91 9620936246,dr..ishaan.mathur@jamshedpur.hospital.com,4.9,Highly recommended for specialized care.; Patient and compassionate treatment.; Took time to address all concerns.,City General Hospital,1622
Dr. Kavya Patel,General Physician,33,"MBBS, MD, MS","123 Street, Ranchi, Jharkhand",Ranchi,Jharkhand,+91 9027454213,dr..kavya.patel@ranchi.hospital.com,4.7,Highly recommended for specialized care.; Highly professional and caring.; Took time to address all concerns.,Global Care Hospital,1284
Dr. Ravi Jain,Dermatologist,34,MCh,"123 Street, Jamshedpur, Jharkhand",Jamshedpur,Jharkhand,+91 9317733553,dr..ravi.jain@jamshedpur.hospital.com,3.6,Explained the condition very clearly.; Patient and compassionate treatment.; Highly professional and caring.,City General Hospital,1194
Dr. Neha Chaudhary,General Physician,3,"DNB, PhD","123 Street, Jamshedpur, Jharkhand",Jamshedpur,Jharkhand,+91 8034013741,dr..neha.chaudhary@jamshedpur.hospital.com,4.1,Highly recommended for specialized care.; Highly professional and caring.; Took time to address all concerns.,City General Hospital,948
Dr. Lakshmi Gupta,Ophthalmologist,19,"DNB, MCh","123 Street, Dhanbad, Jharkhand",Dhanbad,Jharkhand,+91 9769937413,dr..lakshmi.gupta@dhanbad.hospital.com,4.0,Explained the condition very clearly.; Took time to address all concerns.; Patient and compassionate treatment.,Global Care Hospital,976
Dr. Simran Joshi,Dermatologist,28,PhD,"123 Street, Jamshedpur, Jharkhand",Jamshedpur,Jharkhand,+91 7720693439,dr..simran.joshi@jamshedpur.hospital.com,4.3,Highly recommended for specialized care.; Explained the condition very clearly.; Took time to address all concerns.,City General Hospital,758
Dr. Aman Malhotra,Cardiologist,7,MS,"123 Street, Ranchi, Jharkhand",Ranchi,Jharkhand,+91 7023539650,dr..aman.malhotra@ranchi.hospital.com,4.2,Highly recommended for specialized care.; Explained the condition very clearly.; Patient and compassionate treatment.,Global Care Hospital,635
Dr. Aman Agrawal,ENT Specialist,24,MD,"123 Street, Ranchi, Jharkhand",Ranchi,Jharkhand,+91 7842656250,dr..aman.agrawal@ranchi.hospital.com,5.0,Highly recommended for specialized care.; Explained the condition very clearly.; Took time to address all concerns.,City General Hospital,1233
Dr. Aditya Pandey,Psychiatrist,24,"PhD, DM","123 Street, Ranchi, Jharkhand",Ranchi,Jharkhand,+91 9852132849,dr..aditya.pandey@ranchi.hospital.com,4.0,Took time to address all concerns.; Highly recommended for specialized care.; Patient and compassionate treatment.,Global Care Hospital,1260
Dr. Aditya Pathak,Pediatrician,27,"DNB, PhD","123 Street, Dhanbad, Jharkhand",Dhanbad,Jharkhand,+91 9290051423,dr..aditya.pathak@dhanbad.hospital.com,5.0,Took time to address all concerns.; Highly professional and caring.; Highly recommended for specialized care.,Global Care Hospital,1031
Dr. Advait Kumar,General Physician,20,"DNB, DM, MCh","123 Street, Ranchi, Jharkhand",Ranchi,Jharkhand,+91 8549855514,dr..advait.kumar@ranchi.hospital.com,3.7,Explained the condition very clearly.; Took time to address all concerns.; Highly professional and caring.,Global Care Hospital,1457
Dr. Meera Menon,Cardiologist,6,"DNB, DM","123 Street, Ranchi, Jharkhand",Ranchi,Jharkhand,+91 7680716555,dr..meera.menon@ranchi.hospital.com,3.8,Highly professional and caring.; Patient and compassionate treatment.; Took time to address all concerns.,Global Care Hospital,329
Dr. Kiara Chopra,Cardiologist,4,"MD, MS","123 Street, Dhanbad, Jharkhand",Dhanbad,Jharkhand,+91 7279314956,dr..kiara.chopra@dhanbad.hospital.com,3.7,Took time to address all concerns.; Highly professional and caring.; Highly recommended for specialized care.,City General Hospital,1763
Dr. Saanvi Kohli,Orthopedic,4,"DM, PhD, MS","123 Street, Jamshedpur, Jharkhand",Jamshedpur,Jharkhand,+91 7784109888,dr..saanvi.kohli@jamshedpur.hospital.com,3.7,Explained the condition very clearly.; Took time to address all concerns.; Highly recommended for specialized care.,Global Care Hospital,1482
Dr. Tara Chawla,Psychiatrist,13,"MD, MS","123 Street, Jamshedpur, Jharkhand",Jamshedpur,Jharkhand,+91 7707637159,dr..tara.chawla@jamshedpur.hospital.com,3.7,Highly recommended for specialized care.; Patient and compassionate treatment.; Explained the condition very clearly.,City General Hospital,667
Dr. Eshaan Pathak,Neurologist,22,DM,"123 Street, Dhanbad, Jharkhand",Dhanbad,Jharkhand,+91 8034315256,dr..eshaan.pathak@dhanbad.hospital.com,4.7,Patient and compassionate treatment.; Highly professional and caring.; Explained the condition very clearly.,Global Care Hospital,1098
Dr. Varun Patel,Psychiatrist,34,"MBBS, MS","123 Street, Ranchi, Jharkhand",Ranchi,Jharkhand,+91 8775190933,dr..varun.patel@ranchi.hospital.com,4.7,Explained the condition very clearly.; Highly recommended for specialized care.; Patient and compassionate treatment.,City General Hospital,598
Dr. Simran Kumar,Pediatrician,34,"PhD, DNB","123 Street, Jamshedpur, Jharkhand",Jamshedpur,Jharkhand,+91 7636757184,dr..simran.kumar@jamshedpur.hospital.com,4.9,Patient and compassionate treatment.; Took time to address all concerns.; Highly recommended for specialized care.,Global Care Hospital,515
Dr. Aarav Pillai,Neurologist,26,"PhD, MD","123 Street, Jamshedpur, Jharkhand",Jamshedpur,Jharkhand,+91 8389907407,dr..aarav.pillai@jamshedpur.hospital.com,4.6,Took time to address all concerns.; Patient and compassionate treatment.; Explained the condition very clearly.,City General Hospital,1568
Dr. Ravi Sethi,Ophthalmologist,20,MD,"123 Street, Ranchi, Jharkhand",Ranchi,Jharkhand,+91 7957724988,dr..ravi.sethi@ranchi.hospital.com,3.6,Highly recommended for specialized care.; Took time to address all concerns.; Explained the condition very clearly.,Global Care Hospital,933
Dr. Sia Chopra,Orthopedic,8,"MS, MBBS, MCh","123 Street, Jamshedpur, Jharkhand",Jamshedpur,Jharkhand,+91 9423218059,dr..sia.chopra@jamshedpur.hospital.com,3.8,Highly recommended for specialized care.; Highly professional and caring.; Patient and compassionate treatment.,City General Hospital,573
Dr. Aditya Joshi,ENT Specialist,21,"MBBS, MS","123 Street, Ranchi, Jharkhand",Ranchi,Jharkhand,+91 9370652746,dr..aditya.joshi@ranchi.hospital.com,4.6,Explained the condition very clearly.; Patient and compassionate treatment.; Highly professional and caring.,Global Care Hospital,1322
Dr. Aditya Mathur,ENT Specialist,4,DM,"123 Street, Jamshedpur, Jharkhand",Jamshedpur,Jharkhand,+91 7274160026,dr..aditya.mathur@jamshedpur.hospital.com,4.4,Highly recommended for specialized care.; Highly professional and caring.; Explained the condition very clearly.,Global Care Hospital,813
Dr. Kavya Chawla,Psychiatrist,33,"DM, DNB, PhD","123 Street, Jamshedpur, Jharkhand",Jamshedpur,Jharkhand,+91 9026781007,dr..kavya.chawla@jamshedpur.hospital.com,3.5,Took time to address all concerns.; Highly recommended for specialized care.; Patient and compassionate treatment.,City General Hospital,1524
Dr. Kriti Mehta,Orthopedic,19,"MCh, MS, MD","123 Street, Jamshedpur, Jharkhand",Jamshedpur,Jharkhand,+91 8298546502,dr..kriti.mehta@jamshedpur.hospital.com,3.6,Highly recommended for specialized care.; Took time to address all concerns.; Explained the condition very clearly.,Global Care Hospital,1666
Dr. Ritu Kumar,Ophthalmologist,6,"DNB, MCh, MBBS","123 Street, Dhanbad, Jharkhand",Dhanbad,Jharkhand,+91 9427716232,dr..ritu.kumar@dhanbad.hospital.com,3.7,Explained the condition very clearly.; Highly recommended for specialized care.; Took time to address all concerns.,Global Care Hospital,1884
Dr. Sneha Verma,Pediatrician,21,"MBBS, DNB","123 Street, Dhanbad, Jharkhand",Dhanbad,Jharkhand,+91 8460724532,dr..sneha.verma@dhanbad.hospital.com,4.8,Patient and compassionate treatment.; Highly professional and caring.; Took time to address all concerns.,Global Care Hospital,402
Dr. Simran Bhalla,ENT Specialist,16,MS,"123 Street, Ranchi, Jharkhand",Ranchi,Jharkhand,+91 9891094847,dr..simran.bhalla@ranchi.hospital.com,3.6,Highly recommended for specialized care.; Explained the condition very clearly.; Highly professional and caring.,Global Care Hospital,1120
Dr. Nikhil Pathak,Cardiologist,22,"MBBS, DNB","123 Street, Dhanbad, Jharkhand",Dhanbad,Jharkhand,+91 9947671533,dr..nikhil.pathak@dhanbad.hospital.com,4.9,Highly recommended for specialized care.; Patient and compassionate treatment.; Took time to address all concerns.,Global Care Hospital,1712
Dr. Kiara Malhotra,ENT Specialist,16,"DNB, MBBS, DM","123 Street, Ranchi, Jharkhand",Ranchi,Jharkhand,+91 8332892710,dr..kiara.malhotra@ranchi.hospital.com,4.4,Highly recommended for specialized care.; Highly professional and caring.; Patient and compassionate treatment.,City General Hospital,824
Dr. Aarav Verma,Pediatrician,16,"MBBS, DNB, DM","123 Street, Ranchi, Jharkhand",Ranchi,Jharkhand,+91 9358448180,dr..aarav.verma@ranchi.hospital.com,4.0,Highly recommended for specialized care.; Explained the condition very clearly.; Patient and compassionate treatment.,City General Hospital,708
Dr. Lakshmi Sharma,General Physician,4,"DNB, MS","123 Street, Jamshedpur, Jharkhand",Jamshedpur,Jharkhand,+91 9185224714,dr..lakshmi.sharma@jamshedpur.hospital.com,4.1,Took time to address all concerns.; Highly professional and caring.; Highly recommended for specialized care.,City General Hospital,986
Dr. Ashwin Pandey,ENT Specialist,19,MCh,"123 Street, Dhanbad, Jharkhand",Dhanbad,Jharkhand,+91 8435374128,dr..ashwin.pandey@dhanbad.hospital.com,4.5,Highly recommended for specialized care.; Patient and compassionate treatment.; Took time to address all concerns.,City General Hospital,1124
Dr. Parth Menon,General Physician,17,"MBBS, DM","123 Street, Jamshedpur, Jharkhand",Jamshedpur,Jharkhand,+91 7234050604,dr..parth.menon@jamshedpur.hospital.com,4.1,Highly professional and caring.; Patient and compassionate treatment.; Took time to address all concerns.,Global Care Hospital,1545
Dr. Parth Ghosh,Dermatologist,15,"DNB, PhD, MBBS","123 Street, Jamshedpur, Jharkhand",Jamshedpur,Jharkhand,+91 7142541632,dr..parth.ghosh@jamshedpur.hospital.com,4.3,Explained the condition very clearly.; Highly professional and caring.; Highly recommended for specialized care.,Global Care Hospital,1005
Dr. Harsh Sethi,Orthopedic,31,MS,"123 Street, Jamshedpur, Jharkhand",Jamshedpur,Jharkhand,+91 8490114036,dr..harsh.sethi@jamshedpur.hospital.com,4.5,Took time to address all concerns.; Patient and compassionate treatment.; Highly recommended for specialized care.,City General Hospital,1528
Dr. Aditya Mishra,Gynecologist,6,"MBBS, MS, MCh","123 Street, Jamshedpur, Jharkhand",Jamshedpur,Jharkhand,+91 7149871528,dr..aditya.mishra@jamshedpur.hospital.com,3.9,Patient and compassionate treatment.; Highly professional and caring.; Took time to address all concerns.,Global Care Hospital,1220
Dr. Aarav Pillai,Psychiatrist,39,"DM, MBBS, PhD","123 Street, Jamshedpur, Jharkhand",Jamshedpur,Jharkhand,+91 9780343288,dr..aarav.pillai@jamshedpur.hospital.com,4.6,Highly recommended for specialized care.; Patient and compassionate treatment.; Took time to address all concerns.,Global Care Hospital,1259
Dr. Aditi Chaudhary,Pediatrician,25,"PhD, DM, DNB","123 Street, Jamshedpur, Jharkhand",Jamshedpur,Jharkhand,+91 7647762109,dr..aditi.chaudhary@jamshedpur.hospital.com,4.2,Highly recommended for specialized care.; Patient and compassionate treatment.; Took time to address all concerns.,City General Hospital,1097
Dr. Niharika Gupta,Psychiatrist,32,"MS, DNB","123 Street, Jamshedpur, Jharkhand",Jamshedpur,Jharkhand,+91 8729521070,dr..niharika.gupta@jamshedpur.hospital.com,4.1,Highly recommended for specialized care.; Explained the condition very clearly.; Took time to address all concerns.,Global Care Hospital,1182
Dr. Aryan Pillai,Neurologist,37,"DM, DNB","123 Street, Dhanbad, Jharkhand",Dhanbad,Jharkhand,+91 8292049821,dr..aryan.pillai@dhanbad.hospital.com,4.4,Highly professional and caring.; Highly recommended for specialized care.; Patient and compassionate treatment.,City General Hospital,793
Dr. Kriti Roy,General Physician,7,"MBBS, DM, MCh","123 Street, Jamshedpur, Jharkhand",Jamshedpur,Jharkhand,+91 8035015036,dr..kriti.roy@jamshedpur.hospital.com,4.5,Patient and compassionate treatment.; Explained the condition very clearly.; Highly recommended for specialized care.,City General Hospital,1367
Dr. Nikhil Pandey,Psychiatrist,19,"MCh, PhD","123 Street, Jamshedpur, Jharkhand",Jamshedpur,Jharkhand,+91 7614681249,dr..nikhil.pandey@jamshedpur.hospital.com,4.5,Patient and compassionate treatment.; Highly recommended for specialized care.; Explained the condition very clearly.,Global Care Hospital,845
Dr. Aman Joshi,Neurologist,37,"DNB, DM, MBBS","123 Street, Ranchi, Jharkhand",Ranchi,Jharkhand,+91 7210167170,dr..aman.joshi@ranchi.hospital.com,4.4,Patient and compassionate treatment.; Highly professional and caring.; Explained the condition very clearly.,Global Care Hospital,915
Dr. Sia Malhotra,Orthopedic,3,MBBS,"123 Street, Dhanbad, Jharkhand",Dhanbad,Jharkhand,+91 9489075973,dr..sia.malhotra@dhanbad.hospital.com,4.4,Patient and compassionate treatment.; Took time to address all concerns.; Highly recommended for specialized care.,City General Hospital,1834
Dr. Kavya Mathur,Neurologist,34,MCh,"123 Street, Ranchi, Jharkhand",Ranchi,Jharkhand,+91 7170587428,dr..kavya.mathur@ranchi.hospital.com,4.3,Took time to address all concerns.; Highly recommended for specialized care.; Explained the condition very clearly.,City General Hospital,535
Dr. Anjali Nair,Orthopedic,40,"MCh, DNB","123 Street, Ranchi, Jharkhand",Ranchi,Jharkhand,+91 7252679276,dr..anjali.nair@ranchi.hospital.com,3.6,Highly professional and caring.; Patient and compassionate treatment.; Highly recommended for specialized care.,City General Hospital,1573
Dr. Advait Sekhar,Psychiatrist,9,"MS, DM","123 Street, Mysore, Karnataka",Mysore,Karnataka,+91 7136393701,dr..advait.sekhar@mysore.hospital.com,4.4,Highly recommended for specialized care.; Took time to address all concerns.; Highly professional and caring.,City General Hospital,978
Dr. Ishaan Sekhar,ENT Specialist,15,"MD, MBBS, DM","123 Street, Hubli, Karnataka",Hubli,Karnataka,+91 8891653034,dr..ishaan.sekhar@hubli.hospital.com,4.1,Highly professional and caring.; Patient and compassionate treatment.; Explained the condition very clearly.,Global Care Hospital,1765
Dr. Ashwin Kumar,Orthopedic,40,MCh,"123 Street, Bengaluru, Karnataka",Bengaluru,Karnataka,+91 8851559710,dr..ashwin.kumar@bengaluru.hospital.com,4.9,Explained the condition very clearly.; Patient and compassionate treatment.; Took time to address all concerns.,Global Care Hospital,1372
Dr. Sneha Ojha,Orthopedic,4,"PhD, MBBS","123 Street, Mysore, Karnataka",Mysore,Karnataka,+91 7183976394,dr..sneha.ojha@mysore.hospital.com,4.4,Took time to address all concerns.; Patient and compassionate treatment.; Highly professional and caring.,City General Hospital,1089
Dr. Nikhil Patel,Dermatologist,23,PhD,"123 Street, Mysore, Karnataka",Mysore,Karnataka,+91 9914559610,dr..nikhil.patel@mysore.hospital.com,3.8,Took time to address all concerns.; Highly recommended for specialized care.; Explained the condition very clearly.,City General Hospital,1850
Dr. Aditya Singh,Gynecologist,13,"MS, MD, MCh","123 Street, Hubli, Karnataka",Hubli,Karnataka,+91 8709733185,dr..aditya.singh@hubli.hospital.com,3.7,Highly professional and caring.; Highly recommended for specialized care.; Explained the condition very clearly.,Global Care Hospital,1715
Dr. Priya Reddy,ENT Specialist,15,"MS, PhD","123 Street, Mysore, Karnataka",Mysore,Karnataka,+91 9510990745,dr..priya.reddy@mysore.hospital.com,4.8,Explained the condition very clearly.; Highly recommended for specialized care.; Patient and compassionate treatment.,City General Hospital,1000
Dr. Aman Pandey,Gynecologist,15,DNB,"123 Street, Mysore, Karnataka",Mysore,Karnataka,+91 8823292370,dr..aman.pandey@mysore.hospital.com,4.2,Took time to address all concerns.; Highly professional and caring.; Highly recommended for specialized care.,City General Hospital,1604
